"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Washtenaw","Detroit","Auto 3+ Person","Maintenance",192.029186799
"Monroe","Macomb","Auto SOV","Visiting",19.12160229
"Macomb","Monroe","Auto SOV","Visiting",19.12160229
"Detroit","Wayne","Walk","Discretionary",292.254724371
"Wayne","Detroit","Auto SOV","School",373.295235716
"Detroit","Wayne","Auto SOV","School",373.295235716
"Monroe","Monroe","Walk-Transit","Escort",277.6914132
"Wayne","Macomb","Auto 2 Person","University",486.9151397
"St. Clair","Oakland","Auto 2 Person","Work",60.104717204
"Oakland","St. Clair","Auto 2 Person","Work",87.995068628
"St. Clair","Oakland","Auto 2 Person","University",169.6850634
"Oakland","St. Clair","Auto 2 Person","University",169.6850634
"Detroit","Detroit","KNR-Transit","School",198.2696586
"Washtenaw","Washtenaw","Bike/Moped","Escort",622.176702856
"Washtenaw","Washtenaw","Bike/Moped","School",1033.4969812
"St. Clair","St. Clair","Walk-Transit","School",91.4631114
"Oakland","Washtenaw","Auto SOV","Escort",91.461423392
"Washtenaw","Oakland","Auto 2 Person","Escort",91.461423392
"Oakland","Washtenaw","Auto SOV","University",299.027627599
"Washtenaw","Oakland","Auto SOV","University",102.2498732
"Oakland","Livingston","Auto 2 Person","University",396.617953684
"Livingston","Oakland","Auto 2 Person","University",126.051017592
"Oakland","Oakland","Bike/Moped","Eating Out",297.495699201
"Macomb","Wayne","Auto 2 Person","University",463.2944561
"Macomb","Oakland","Bike/Moped","Discretionary",65.1562084
"Oakland","Macomb","Bike/Moped","Discretionary",65.1562084
"St. Clair","St. Clair","Walk","Work-based",516.999697596
"St. Clair","Wayne","Auto 2 Person","Work",51.701809215
"Wayne","St. Clair","Auto 2 Person","Work",51.701809215
"Wayne","Washtenaw","School Bus","School",330.0195767
"Oakland","Detroit","Walk","Visiting",110.5320597
"Detroit","Oakland","Walk","Visiting",110.5320597
"Macomb","Oakland","Auto 3+ Person","Visiting",849.6541745
"Oakland","Monroe","Auto 2 Person","Work",94.462834102
"Macomb","Oakland","Walk","Shop",54.614363781
"Oakland","Macomb","Auto 3+ Person","Work-based",1548.731536064
"Washtenaw","Wayne","Bike/Moped","Eating Out",247.9454738
"Wayne","Washtenaw","Walk-Transit","Eating Out",247.9454738
"Wayne","Detroit","Walk-Transit","Work-based",170.0515990341
"Oakland","Washtenaw","Auto 2 Person","Visiting",75.133101817
"Wayne","Washtenaw","Auto 3+ Person","Work-based",344.046680565
"Washtenaw","Wayne","Auto 2 Person","Work-based",260.7547425
"Washtenaw","Detroit","Auto 2 Person","Maintenance",130.0095288
"Macomb","Macomb","Bike/Moped","Maintenance",835.074481266
"Livingston","Livingston","Walk-Transit","University",79.914321626
"Livingston","Livingston","Walk","University",209.079415045
"Detroit","Oakland","Walk-Transit","Discretionary",492.7915946
"Oakland","Detroit","Walk-Transit","Discretionary",492.7915946
"St. Clair","Macomb","School Bus","Discretionary",143.94516963456
"Livingston","Wayne","Auto SOV","Discretionary",84.720869993
"Wayne","Livingston","Auto SOV","Discretionary",84.720869993
"Oakland","Monroe","Auto SOV","University",50.8855332
"Monroe","Oakland","Auto SOV","University",50.8855332
"Oakland","Macomb","Walk-Transit","Discretionary",141.5632446
"Macomb","Oakland","Walk-Transit","Discretionary",141.5632446
"Oakland","Detroit","PNR-Transit","Discretionary",64.42591
"Washtenaw","Detroit","Auto 2 Person","Discretionary",236.538762524
"Oakland","Oakland","School Bus","Discretionary",756.0748981
"Macomb","Oakland","Auto 3+ Person","Work-based",1469.878467119
"Macomb","Macomb","School Bus","Visiting",745.885005552
"St. Clair","St. Clair","Bike/Moped","Visiting",167.7222716
"Monroe","Detroit","Auto SOV","University",15.3678576
"Wayne","Washtenaw","PNR-Transit","Work",428.300026539
"Monroe","Livingston","Auto 2 Person","Work",17.509114665
"Livingston","Monroe","Auto 2 Person","Work",17.509114665
"Detroit","Oakland","Auto SOV","Work-based",834.919867805
"Washtenaw","Monroe","Walk-Transit","Discretionary",206.1225233
"Monroe","Washtenaw","Walk-Transit","Discretionary",206.1225233
"Livingston","Washtenaw","Auto 2 Person","Eating Out",659.176800287
"Washtenaw","Livingston","Auto 2 Person","Eating Out",659.176800287
"Oakland","Oakland","KNR-Transit","Discretionary",334.7391022
"Oakland","Oakland","KNR-Transit","Maintenance",228.3334004
"Oakland","Macomb","Walk-Transit","Shop",152.528737108
"Macomb","Oakland","Walk-Transit","Shop",152.528737108
"Oakland","St. Clair","Auto 2 Person","School",28.2085352
"Washtenaw","Wayne","Auto 2 Person","Eating Out",211.847929098
"St. Clair","Washtenaw","Auto 2 Person","Maintenance",55.189384
"Washtenaw","St. Clair","Auto 2 Person","Maintenance",55.189384
"Oakland","Oakland","School Bus","Eating Out",125.6839144
"Detroit","Monroe","Auto 2 Person","Work",391.194632213
"St. Clair","Detroit","Auto 2 Person","Maintenance",65.258020065
"Detroit","St. Clair","Auto 3+ Person","Maintenance",454.6631986
"St. Clair","Livingston","Auto SOV","Maintenance",244.16474694
"Livingston","St. Clair","Auto SOV","Maintenance",244.16474694
"Oakland","Livingston","Auto 3+ Person","Visiting",183.73433618
"Livingston","Oakland","Auto 3+ Person","Visiting",215.72224906
"Oakland","Oakland","Bike/Moped","Work",869.732875322
"Oakland","Oakland","School Bus","Maintenance",183.9666318
"Oakland","Wayne","Auto 3+ Person","University",407.212624708
"St. Clair","Detroit","Auto 3+ Person","Maintenance",406.5107867
"Washtenaw","Wayne","Auto 3+ Person","Visiting",494.1784803
"Detroit","Macomb","Walk","Maintenance",362.0170443
"Macomb","Livingston","Auto 2 Person","Visiting",172.7809908
"Livingston","Macomb","Auto 2 Person","Visiting",172.7809908
"Macomb","Macomb","School Bus","University",523.6491609
"Washtenaw","Macomb","Auto SOV","University",152.263978999
"St. Clair","St. Clair","Walk","Eating Out",117.01528905
"Washtenaw","Detroit","Auto 3+ Person","Eating Out",160.12657173774
"Detroit","Washtenaw","Auto 3+ Person","Eating Out",160.12657173774
"Wayne","Detroit","Bike/Moped","Maintenance",107.68983372
"Detroit","Wayne","Bike/Moped","Maintenance",107.68983372
"Macomb","Livingston","Auto SOV","Visiting",82.54997716
"Livingston","Macomb","Auto SOV","Visiting",103.83454246
"Detroit","St. Clair","Auto 2 Person","Work",181.500201908
"Washtenaw","Washtenaw","Walk-Transit","Escort",694.1675377
"Wayne","Oakland","Auto 3+ Person","Visiting",274.150140702
"St. Clair","St. Clair","School Bus","University",51.478609504
"Macomb","Macomb","School Bus","Escort",246.8137858
"Wayne","Wayne","Bike/Moped","University",282.2089926
"Oakland","Macomb","Auto 3+ Person","Eating Out",3123.226233664
"Macomb","Oakland","Auto 3+ Person","Eating Out",3123.226233664
"St. Clair","Monroe","Auto SOV","Maintenance",31.451499765
"Monroe","Macomb","Auto SOV","Maintenance",50.2085367
"Macomb","St. Clair","Auto SOV","Work-based",235.60657688
"Oakland","Macomb","Walk","School",565.0810994
"Washtenaw","Washtenaw","PNR-Transit","University",531.0170492
"Macomb","Wayne","Auto 3+ Person","Escort",448.59374546
"Monroe","Monroe","Auto 2 Person","Work-based",420.647375769
"Wayne","Detroit","Walk","Maintenance",396.799544595
"Detroit","Wayne","Walk","Maintenance",136.957103095
"St. Clair","Wayne","Auto SOV","Maintenance",77.2406936
"Detroit","St. Clair","Auto SOV","University",121.1728298
"Livingston","Macomb","Auto 3+ Person","Work",38.307942776
"Macomb","Livingston","Auto 3+ Person","Work",38.307942776
"Macomb","Monroe","Auto SOV","Maintenance",18.757036935
"Livingston","Washtenaw","Auto 3+ Person","Eating Out",129.034183496
"Washtenaw","Livingston","Auto 3+ Person","Eating Out",129.034183496
"Oakland","Detroit","Auto 3+ Person","Work-based",46.723791135
"Detroit","Oakland","Auto 3+ Person","Work-based",46.723791135
"Detroit","Washtenaw","Auto 2 Person","Eating Out",203.538932566
"Washtenaw","Detroit","Auto 2 Person","Eating Out",203.538932566
"Oakland","Macomb","School Bus","Work",67.707470556
"Macomb","Oakland","School Bus","Work",67.707470556
"Monroe","Oakland","Auto 2 Person","Discretionary",349.924436558
"Oakland","Monroe","Auto 2 Person","Discretionary",228.215568758
"St. Clair","Livingston","Auto SOV","Work",171.694175205
"Livingston","St. Clair","Auto SOV","Work",171.694175205
"Monroe","Washtenaw","Auto SOV","School",19.0925003
"Washtenaw","Monroe","Auto SOV","School",19.0925003
"Oakland","Macomb","Walk-Transit","Work",355.254030915
"Wayne","Washtenaw","Auto 2 Person","University",186.1461078
"Livingston","Wayne","Auto 2 Person","University",186.1461078
"Livingston","Livingston","Walk","Eating Out",138.13201036
"Macomb","Macomb","Bike/Moped","University",181.142961
"Washtenaw","Wayne","PNR-Transit","Work",89.2101798
"Livingston","St. Clair","Auto 2 Person","Discretionary",255.311638381
"St. Clair","Livingston","Auto 2 Person","Discretionary",255.311638381
"Oakland","Oakland","KNR-Transit","School",258.4283504
"Wayne","Oakland","Walk-Transit","Maintenance",211.8230737
"Oakland","Wayne","KNR-Transit","Maintenance",211.8230737
"Oakland","Wayne","Bike/Moped","Discretionary",28.706259184
"Wayne","Oakland","Bike/Moped","Discretionary",28.706259184
"Monroe","Washtenaw","Auto 3+ Person","University",67.2196408
"Washtenaw","Wayne","Auto 3+ Person","University",67.2196408
"Wayne","Monroe","Auto 3+ Person","University",67.2196408
"Wayne","Washtenaw","Auto 3+ Person","University",258.8625901
"Oakland","Macomb","Auto 3+ Person","Visiting",659.227937
"Oakland","St. Clair","Auto SOV","Discretionary",71.32320061
"Washtenaw","Wayne","Auto 3+ Person","Work-based",139.79851494
"Wayne","Detroit","Bike/Moped","Discretionary",473.4464355
"Detroit","Wayne","Bike/Moped","Discretionary",473.4464355
"Monroe","Livingston","Auto 2 Person","Shop",20.4218084
"Macomb","Macomb","Walk-Transit","Eating Out",338.123928
"Monroe","Wayne","Auto SOV","Eating Out",39.1644825
"Monroe","Oakland","Auto 2 Person","Escort",23.6980082
"Oakland","Monroe","Auto 2 Person","Escort",23.6980082
"Monroe","Monroe","Walk-Transit","Shop",430.49950416
"Oakland","Washtenaw","Auto 3+ Person","Shop",99.856411935
"Washtenaw","Oakland","Auto 3+ Person","Shop",99.856411935
"Detroit","Macomb","Walk-Transit","Shop",185.499290247
"Macomb","Detroit","Walk-Transit","Shop",185.499290247
"Detroit","Oakland","KNR-Transit","Work",53.42980986
"Livingston","Monroe","Auto 2 Person","Maintenance",92.80134888
"Monroe","Livingston","Auto 2 Person","Maintenance",92.80134888
"Washtenaw","Washtenaw","Bike/Moped","Shop",357.3554158
"Monroe","Macomb","Auto 2 Person","Work",36.227134544
"Macomb","Monroe","Auto 2 Person","Work",36.227134544
"Monroe","St. Clair","Auto 2 Person","Visiting",33.040929983
"Monroe","Macomb","Auto SOV","Work-based",30.43212018
"Monroe","Wayne","Walk-Transit","Shop",76.40404548
"Wayne","Monroe","Walk-Transit","Shop",76.40404548
"Monroe","Monroe","Walk-Transit","Visiting",173.4036302
"Monroe","Monroe","Bike/Moped","Shop",397.229397
"Detroit","St. Clair","Auto 2 Person","Discretionary",443.996218418
"St. Clair","Detroit","Auto SOV","Discretionary",443.996218418
"Washtenaw","Washtenaw","School Bus","Visiting",317.9187959
"St. Clair","Wayne","Auto SOV","Visiting",32.22667749
"Monroe","Wayne","Walk-Transit","Work",76.40404548
"Wayne","Monroe","Walk-Transit","Work",76.40404548
"Oakland","Monroe","Auto SOV","Escort",161.6036897
"Detroit","St. Clair","Auto SOV","Maintenance",82.449306196
"Washtenaw","Oakland","School Bus","School",100.8281819
"Oakland","Washtenaw","School Bus","School",100.8281819
"Macomb","Washtenaw","Auto SOV","University",79.7434656
"Detroit","Monroe","Auto 2 Person","Discretionary",21.53261428
"Oakland","Oakland","KNR-Transit","Work",150.6907983
"St. Clair","Detroit","Walk-Transit","Discretionary",141.357173892
"Detroit","St. Clair","Walk-Transit","Discretionary",141.357173892
"Livingston","Detroit","Auto SOV","University",260.0891235
"Macomb","St. Clair","School Bus","Discretionary",126.682205552
"Macomb","Oakland","Walk-Transit","Work",282.181618425
"St. Clair","Detroit","Auto 2 Person","University",47.6213992
"Detroit","St. Clair","Auto 2 Person","University",47.6213992
"St. Clair","Wayne","Auto SOV","Work",180.58251939
"Livingston","Washtenaw","Auto 3+ Person","Discretionary",204.655229512
"Washtenaw","Livingston","Auto 3+ Person","Discretionary",204.655229512
"Washtenaw","Livingston","School Bus","School",81.494289
"Livingston","Washtenaw","School Bus","School",40.7471445
"Macomb","Wayne","Auto 3+ Person","University",117.318535
"Detroit","Washtenaw","Auto 2 Person","Maintenance",52.1592932
"Monroe","Monroe","Bike/Moped","Maintenance",42.055201642
"Monroe","Oakland","Auto 2 Person","Maintenance",149.89603578
"Livingston","Detroit","Auto 3+ Person","Maintenance",26.269458252
"Detroit","Wayne","Walk-Transit","Eating Out",762.4231518
"Wayne","Detroit","Walk-Transit","Eating Out",762.4231518
"St. Clair","Macomb","Auto 2 Person","Work-based",27.493924904
"Macomb","St. Clair","Auto 2 Person","Work-based",27.493924904
"Livingston","Macomb","Auto 3+ Person","Eating Out",91.131031481
"Macomb","Livingston","Auto 3+ Person","Eating Out",91.131031481
"Detroit","Oakland","Walk","Maintenance",70.0978781
"Wayne","Wayne","Walk-Transit","Discretionary",193.3673818
"Monroe","Livingston","Auto 2 Person","Visiting",15.2778872
"Livingston","Monroe","Auto 2 Person","Visiting",15.2778872
"Detroit","Detroit","School Bus","Eating Out",797.306906
"Detroit","Wayne","School Bus","School",1046.1826055
"Wayne","Detroit","School Bus","School",1046.1826055
"Washtenaw","Wayne","Auto 2 Person","University",1509.2810449
"Washtenaw","Detroit","Auto SOV","University",66.9038494
"Detroit","Washtenaw","Auto SOV","University",66.9038494
"Detroit","St. Clair","Auto SOV","Discretionary",107.187611656
"Washtenaw","Macomb","Auto SOV","Shop",88.424672552
"Washtenaw","Macomb","Auto SOV","Maintenance",74.974311262
"Macomb","Macomb","KNR-Transit","Maintenance",317.44618878
"Macomb","Macomb","KNR-Transit","Shop",169.061964
"Detroit","Monroe","Auto 2 Person","Maintenance",96.005169218
"Macomb","Washtenaw","Auto SOV","Escort",41.22391336
"Livingston","Macomb","Auto SOV","Escort",41.22391336
"Wayne","Monroe","Auto 3+ Person","Maintenance",21.53261428
"Washtenaw","Wayne","Auto 3+ Person","Shop",1392.89858152
"Wayne","Washtenaw","Auto 3+ Person","Shop",1392.89858152
"St. Clair","St. Clair","Bike/Moped","School",79.3431208
"Monroe","Detroit","Auto 2 Person","Work",35.25785277
"St. Clair","Wayne","Auto 2 Person","Maintenance",177.4269315
"Wayne","St. Clair","Auto 2 Person","Maintenance",177.4269315
"Livingston","Monroe","Auto SOV","Work",38.307942776
"Oakland","Washtenaw","Auto 3+ Person","Maintenance",91.713788299
"Macomb","Livingston","Auto 2 Person","Work",20.46123471
"Washtenaw","Livingston","Auto 2 Person","Work-based",21.3565801
"St. Clair","Macomb","Auto 3+ Person","University",346.839513036
"Macomb","St. Clair","Auto 3+ Person","University",346.839513036
"Detroit","St. Clair","Auto 2 Person","Maintenance",17.105608165
"Monroe","Wayne","Auto 3+ Person","Escort",19.12160229
"Monroe","St. Clair","Auto 3+ Person","Work-based",19.12160229
"St. Clair","Monroe","Auto 2 Person","Work-based",19.12160229
"Detroit","Detroit","Bike/Moped","Visiting",184.1933374
"Detroit","Wayne","KNR-Transit","Visiting",92.0966687
"Monroe","Oakland","Auto SOV","Maintenance",19.12160229
"Oakland","Monroe","Auto SOV","Maintenance",19.12160229
"Detroit","Macomb","Walk","Discretionary",261.55153185
"Macomb","Detroit","Walk","Discretionary",261.55153185
"Macomb","Wayne","Auto 2 Person","School",772.7373909
"Wayne","Macomb","Auto 3+ Person","Maintenance",1011.859326796
NA,NA,NA,"Total",NA
"Monroe","Monroe","Auto 2 Person","Total",90999.08327422
"Detroit","Detroit","Walk","Total",242976.488105042
"Detroit","Oakland","Auto SOV","Total",89671.090615452
"Oakland","Detroit","Auto SOV","Total",87421.666697661
"Wayne","Washtenaw","Auto SOV","Total",51598.1269429094
"Washtenaw","Monroe","Auto SOV","Total",7916.57193997016
"Monroe","Wayne","Auto SOV","Total",16502.254803192
"Wayne","Wayne","Auto SOV","Total",1347043.04082707
"Washtenaw","Washtenaw","Auto SOV","Total",445944.269712283
"Wayne","Wayne","Auto 2 Person","Total",955842.429280824
"Detroit","Macomb","Auto SOV","Total",46310.2292106189
"Macomb","Detroit","Auto SOV","Total",50353.8812852545
"Detroit","Detroit","Auto SOV","Total",364587.995403967
"Oakland","Oakland","Auto SOV","Total",1727050.4221211
"Oakland","Oakland","Auto 2 Person","Total",1046051.9901494
"Washtenaw","Washtenaw","Walk-Transit","Total",41632.4337931358
"Washtenaw","Washtenaw","Walk","Total",131794.131303588
"Livingston","Livingston","Auto 2 Person","Total",143674.630249138
"Livingston","Livingston","Auto SOV","Total",172469.0037573
"Livingston","Livingston","Auto 3+ Person","Total",77202.5469402748
"Livingston","Wayne","Auto SOV","Total",11275.591737474
"Wayne","Livingston","Auto SOV","Total",10550.110824283
"Livingston","Livingston","Walk","Total",15439.366294632
"Wayne","Wayne","Walk","Total",204840.110115006
"Oakland","Oakland","Walk","Total",232763.179096869
"Oakland","Oakland","Auto 3+ Person","Total",596481.520197175
"Washtenaw","Washtenaw","Auto 2 Person","Total",318894.207532871
"Washtenaw","Detroit","Auto 2 Person","Total",2769.855056609
"Detroit","Washtenaw","Auto SOV","Total",4113.388669011
"Detroit","Detroit","Walk-Transit","Total",104942.650245125
"Wayne","Macomb","Auto 2 Person","Total",26543.4245867183
"Macomb","Oakland","Auto 2 Person","Total",57131.358297677
"Oakland","Wayne","Auto 2 Person","Total",64297.1908188217
"Wayne","Wayne","School Bus","Total",106583.304560277
"Wayne","Wayne","Auto 3+ Person","Total",591491.455711069
"Washtenaw","Detroit","Auto SOV","Total",3813.33778055012
"Detroit","Detroit","Auto 2 Person","Total",354251.694944719
"Detroit","Wayne","Auto 2 Person","Total",84602.7408997441
"Wayne","Detroit","Auto 2 Person","Total",90225.4814813315
"Livingston","Detroit","Auto SOV","Total",1025.08283302
"Detroit","Livingston","Auto SOV","Total",858.1861081
"Monroe","Monroe","Auto SOV","Total",136747.946592309
"St. Clair","Macomb","Auto 2 Person","Total",12279.478194641
"Macomb","St. Clair","Auto SOV","Total",23348.045209875
"St. Clair","Macomb","Auto SOV","Total",23407.499470576
"Macomb","Macomb","Auto 2 Person","Total",725706.281081633
"Macomb","St. Clair","Auto 2 Person","Total",12719.896321874
"St. Clair","St. Clair","Auto SOV","Total",190495.733529176
"Macomb","Macomb","Walk","Total",113938.297891668
"Washtenaw","Washtenaw","Auto 3+ Person","Total",160770.248351546
"Oakland","Macomb","Auto SOV","Total",156849.867702991
"Macomb","Oakland","Auto SOV","Total",155285.154388999
"Livingston","Washtenaw","Auto SOV","Total",15962.7787310095
"Washtenaw","Livingston","Auto SOV","Total",15999.1428145885
"Livingston","Oakland","Auto SOV","Total",35088.886137162
"Oakland","Livingston","Auto SOV","Total",34790.277963406
"Oakland","Wayne","Auto SOV","Total",150515.140529353
"Wayne","Oakland","Auto SOV","Total",150172.786462389
"Detroit","Detroit","School Bus","Total",21230.023307592
"St. Clair","St. Clair","Walk-Transit","Total",2328.90790799
"Washtenaw","Washtenaw","School Bus","Total",30114.947436008
"Detroit","Wayne","Auto SOV","Total",130954.111118937
"Wayne","Detroit","Auto SOV","Total",124532.549036133
"St. Clair","Detroit","Auto SOV","Total",1171.794084998
"Monroe","Monroe","Auto 3+ Person","Total",76043.6213930074
"Monroe","Monroe","School Bus","Total",22259.80827974
"Macomb","Macomb","Auto SOV","Total",1052073.83617712
"Wayne","Oakland","Auto 2 Person","Total",76459.0209207732
"Monroe","Monroe","Walk","Total",21319.321447505
"Wayne","Macomb","Auto SOV","Total",40512.998029142
"St. Clair","St. Clair","Walk","Total",20841.6282760735
"Livingston","Oakland","Auto 2 Person","Total",14001.773832265
"Oakland","Livingston","Auto 2 Person","Total",17553.2061269551
"Monroe","Detroit","Auto SOV","Total",1744.080302555
"Detroit","Monroe","Auto SOV","Total",2120.30799956
"Livingston","Washtenaw","Auto 2 Person","Total",8724.39548542
"Washtenaw","Livingston","Auto 2 Person","Total",9149.806971473
"St. Clair","Macomb","School Bus","Total",1929.61354283456
"Macomb","St. Clair","Walk","Total",194.7660663
"St. Clair","St. Clair","Auto 2 Person","Total",139442.283273714
"Oakland","Macomb","Auto 2 Person","Total",57363.126853364
"Livingston","Wayne","Auto 2 Person","Total",9509.361548905
"Wayne","Livingston","Auto 2 Person","Total",5640.036781253
"Livingston","Livingston","School Bus","Total",25572.643036624
"Detroit","Detroit","Auto 3+ Person","Total",465149.184231051
"Washtenaw","Oakland","Auto SOV","Total",15881.3756101323
"Washtenaw","Oakland","Auto 2 Person","Total",7220.9649806753
"Wayne","Monroe","Auto SOV","Total",15408.073035556
"Livingston","Oakland","Auto 3+ Person","Total",6044.78475023908
"Oakland","Livingston","Auto 3+ Person","Total",5518.94266691184
"Washtenaw","Wayne","Auto SOV","Total",50468.9442866563
"Wayne","Detroit","Walk-Transit","Total",17332.4278184741
"Detroit","Wayne","Walk-Transit","Total",20852.0035451371
"Livingston","Detroit","Auto 3+ Person","Total",78.786378638
"Detroit","Livingston","Auto 3+ Person","Total",118.556428727
"Monroe","Washtenaw","Auto 2 Person","Total",5302.569391408
"Washtenaw","Monroe","Auto 2 Person","Total",4281.716930471
"Oakland","Wayne","Bike/Moped","Total",1315.867508652
"Wayne","Oakland","Bike/Moped","Total",1315.867508652
"Wayne","Wayne","Bike/Moped","Total",41056.112545263
"Oakland","Washtenaw","Auto SOV","Total",17501.0503867862
"Macomb","Washtenaw","Auto SOV","Total",1301.846413321
"Oakland","Detroit","Auto 2 Person","Total",44723.0877716462
"Detroit","Oakland","Auto 2 Person","Total",48919.9904600292
"Monroe","Washtenaw","Auto 3+ Person","Total",2430.355999875
"Washtenaw","Monroe","Auto 3+ Person","Total",2465.002208638
"Washtenaw","Washtenaw","Bike/Moped","Total",28502.8293766446
"St. Clair","St. Clair","Auto 3+ Person","Total",84341.9338608407
"Macomb","Detroit","PNR-Transit","Total",192.941069685
"Detroit","Macomb","PNR-Transit","Total",192.941069685
"Monroe","Macomb","Auto SOV","Total",414.066841624
"Macomb","Monroe","Auto SOV","Total",377.002188625
"Macomb","Detroit","Auto 2 Person","Total",34983.2163291355
"Detroit","Macomb","Auto 2 Person","Total",31741.4851099305
"Macomb","Macomb","School Bus","Total",75552.649429916
"Macomb","Wayne","School Bus","Total",1616.8091406
"Macomb","Detroit","School Bus","Total",573.6508679
"Livingston","Macomb","Auto SOV","Total",2103.331011709
"Macomb","Livingston","Auto SOV","Total",1300.444151383
"Livingston","Livingston","Bike/Moped","Total",1287.092795402
"Washtenaw","Macomb","Auto SOV","Total",1731.995795891
"Livingston","Washtenaw","Auto 3+ Person","Total",2323.91741274552
"Washtenaw","Livingston","Auto 3+ Person","Total",2428.754697438
"Macomb","Macomb","Bike/Moped","Total",19082.253761474
"St. Clair","Macomb","Auto 3+ Person","Total",7609.434831014
"Macomb","St. Clair","Auto 3+ Person","Total",8069.03965788056
"St. Clair","St. Clair","School Bus","Total",18238.0997600038
"Macomb","Wayne","Auto SOV","Total",42470.0936827077
"Macomb","Macomb","Auto 3+ Person","Total",435291.142373389
"Detroit","Macomb","Auto 3+ Person","Total",27380.603616737
"Macomb","Detroit","Auto 3+ Person","Total",24313.0566840317
"Macomb","Wayne","Auto 2 Person","Total",24450.1289179233
"Wayne","Detroit","Auto 3+ Person","Total",44855.1823084356
"Detroit","Wayne","Auto 3+ Person","Total",44867.2955505266
"Washtenaw","Washtenaw","PNR-Transit","Total",2729.34266211846
"Oakland","Washtenaw","Auto 2 Person","Total",8470.9681300933
"Wayne","Detroit","PNR-Transit","Total",1673.7224136331
"Detroit","Wayne","PNR-Transit","Total",2440.0105294291
"Oakland","Macomb","Auto 3+ Person","Total",17765.677699566
"Macomb","Oakland","Auto 3+ Person","Total",19563.081251316
"St. Clair","Oakland","Auto SOV","Total",3312.273896892
"Monroe","Washtenaw","Auto SOV","Total",7893.95544101816
"Detroit","Detroit","PNR-Transit","Total",1214.22170394
"Monroe","Oakland","Auto SOV","Total",1520.326975545
"Oakland","Monroe","Auto SOV","Total",1632.049536639
"Wayne","Monroe","Auto 2 Person","Total",7522.865094782
"Oakland","Oakland","School Bus","Total",138659.748417668
"Detroit","Oakland","Auto 3+ Person","Total",26366.85796058
"Oakland","Detroit","Auto 3+ Person","Total",25994.67557169
"Detroit","Detroit","Bike/Moped","Total",27694.591927075
"Wayne","Detroit","Walk","Total",2397.451391821
"Wayne","Wayne","Walk-Transit","Total",14598.627578319
"Monroe","Wayne","Auto 2 Person","Total",7626.719926452
"Monroe","Wayne","Auto 3+ Person","Total",1960.48112678048
"Wayne","Monroe","Auto 3+ Person","Total",2212.37120912548
"Wayne","Macomb","School Bus","Total",352.0485124
"Macomb","St. Clair","School Bus","Total",1849.984189648
"Livingston","Wayne","Auto 3+ Person","Total",1586.480217776
"Wayne","Livingston","Auto 3+ Person","Total",1576.046247576
"Livingston","Oakland","School Bus","Total",392.512230448
"Oakland","Livingston","School Bus","Total",477.911162948
"Oakland","Oakland","Bike/Moped","Total",35021.714600793
"Detroit","Oakland","Walk-Transit","Total",6853.579478543
"Oakland","Detroit","Walk-Transit","Total",6477.378779452
"Oakland","Oakland","Walk-Transit","Total",11658.804232822
"Oakland","Detroit","KNR-Transit","Total",3399.791316164
"Wayne","Macomb","Auto 3+ Person","Total",5547.625338642
"Macomb","Wayne","Auto 3+ Person","Total",3268.51350243
"Macomb","Washtenaw","Auto 2 Person","Total",385.452832555
"Washtenaw","Macomb","Auto 2 Person","Total",385.452832555
"St. Clair","Oakland","Auto 2 Person","Total",969.146196714
"Oakland","St. Clair","Auto 2 Person","Total",2440.556106783
"Monroe","Monroe","Walk-Transit","Total",6730.24276556
"Wayne","Livingston","School Bus","Total",265.9169822
"Wayne","Oakland","School Bus","Total",3775.945071202
"Oakland","Wayne","School Bus","Total",3197.404401594
"Detroit","Washtenaw","Auto 3+ Person","Total",543.87462254886
"Macomb","Macomb","Walk-Transit","Total",13241.609764045
"Wayne","Washtenaw","Auto 2 Person","Total",23097.1721724549
"Macomb","Detroit","Walk","Total",318.37011845
"Oakland","St. Clair","Auto SOV","Total",2500.049040257
"Oakland","Wayne","Auto 3+ Person","Total",25867.584469531
"Wayne","Washtenaw","Auto 3+ Person","Total",14407.129855653
"Washtenaw","Wayne","Auto 3+ Person","Total",12666.251832074
"Washtenaw","Oakland","Auto 3+ Person","Total",3295.10732227152
"Livingston","Macomb","Auto 2 Person","Total",891.089208495
"Macomb","Livingston","Auto 2 Person","Total",235.919805735
"Detroit","Oakland","School Bus","Total",307.3631427
"Oakland","Detroit","School Bus","Total",307.3631427
"Detroit","Wayne","Walk","Total",2101.111171466
"Wayne","Oakland","Auto 3+ Person","Total",18196.9559003858
"Wayne","Wayne","KNR-Transit","Total",2029.0966395
"Washtenaw","Wayne","Auto 2 Person","Total",25452.4584672759
"Detroit","Oakland","Walk","Total",941.0892196
"Oakland","Detroit","Walk","Total",870.9913415
"Detroit","Washtenaw","Auto 2 Person","Total",3068.642274467
"Oakland","Wayne","Walk","Total",595.611694995
"Wayne","Oakland","Walk","Total",595.611694995
"Washtenaw","Detroit","Auto 3+ Person","Total",875.87726661274
"Wayne","Detroit","Bike/Moped","Total",1957.175209814
"Detroit","Wayne","Bike/Moped","Total",1854.613463414
"Macomb","Wayne","Bike/Moped","Total",1046.8907285
"Wayne","Macomb","Bike/Moped","Total",1046.8907285
"Washtenaw","Wayne","School Bus","Total",491.37778334
"Macomb","Oakland","School Bus","Total",1437.231011556
